,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
1962,gp:AOqpTOEI3jErZyulOt7py6WmpYeqm0tzEevkeE5mtsJahMb7V_jIuFFAI3BUVNT4LWGl8Hj2liwN0yLpb_Dtyw,Ian Dick,https://play-lh.googleusercontent.com/a/AATXAJzvnK6XxpGD6qqjbMjMvTLTxoZ-6ElojwokU_zZ=mo,Easy to use,5,0,69.01,2021-03-25 17:23:00,,
1963,gp:AOqpTOFU2OObXz1S7NCguLieUgGmQ9ZibaGtjxwjWgBDpWS1PWpd8oG0HtgjFpUZ7F1YgZDqOyX9Hltav1DbYA,Louise Gordon,https://play-lh.googleusercontent.com/a-/AOh14GhGb-d6pg8U_zuRlsOg25yfohIbOxK5YITB7n6X,Great app for keeping track,5,0,,2021-03-25 11:52:19,,
1964,gp:AOqpTOFLozGIcyQcOfkO9lbLgG1JHVLJUi1ApWEw4OoqvpkjG1Tc7MMQEx7AMcOUVjJc1zAL1PfWJsnJ1SM3AQ,Susan Reilly,https://play-lh.googleusercontent.com/a/AATXAJzwNcHqnQsbgrFFSaGSrl1_ySt9bmN0f2ynau91=mo,Absolutely sick of not being able to use this app. Constantly being told I'm not connected to the Internet when I am and every other app I have works fine.. Used to be a great app with no issues.. IT NEEDS SORTED OUT!,1,10,69.01,2021-03-25 11:23:25,,
1965,gp:AOqpTOEKNlVvPMQ4_op4Vc2EvAvbVtk2GWNoqJe1NnYOesI3yTn8r5oOKu0fKt9JdIkAeGoKgPrrsB_mAKRMLQ,chatty man,https://play-lh.googleusercontent.com/a/AATXAJz_ucOh8udgOA2wdGb44bcY401H8rHOZJ7NsnXh=mo,App was working well until 23/3/21. Both this and Lloyd app will not open. I have pending updates for this app but it also gets an error message when trying to update it.,1,3,68.00,2021-03-25 09:15:17,,
1966,gp:AOqpTOGtzzRPZa27x1ruQKovHyXPpSgMxwde302VBj5PscBoMtgBFrPMhUSq2q4DHfml__syPn54AFycir3zJQ,Paul Young,https://play-lh.googleusercontent.com/a/AATXAJzCzlQuoRAZZIn938oUONCIcidx3zKZ-ZglBirZ=mo,"Great to be in control, so easy to use with instant results.",5,0,69.01,2021-03-25 08:07:32,,
1967,gp:AOqpTOFRuCBztfL72tuphOAa8abBOOL2PHMAk1esM239SMAUJf6vf4eHAtTI6apkeuDTzHY8-tkqwppXKwP06g,David Mansfield,https://play-lh.googleusercontent.com/a-/AOh14GgM6oW-jIyXSIKRmVY-9V3cPazx2dfUqdIkKhNm,"Excellent, has everything you need to do all your banking.",5,0,68.00,2021-03-25 01:20:49,,
1968,gp:AOqpTOEBK-nCN55v7J9fUE0EhKH2v_DJ0AgcY1A37R5ZjXwQyAnG4_M3qX3Vt9ovf47OtQd5rBGhG6a2pA6J5Q,Linda Barr,https://play-lh.googleusercontent.com/a-/AOh14GjcWZeYDmNDC4E9YYRUJ8xJPvoz3QLIuYG-AOTSlw,So quck and easy to use.,5,0,69.01,2021-03-24 21:27:43,,
1969,gp:AOqpTOE0V0TKWhVZGaJWmGeLqpH0VrHLlAtSpAlwB4jH53QdRadxNtjPcS4a5Wlxq58brdeVR8QZe4MGy0evKw,Robert Drummond,https://play-lh.googleusercontent.com/a-/AOh14GjZp_EDd7p3FASH24AN40Dz76dNFQwch6iVSXQ6MQ,Works well,5,0,69.01,2021-03-24 20:24:37,,
1970,gp:AOqpTOH5l8psmQiSQ99izsWKhFPVTOPpF-4NvzDDurYXeq7CK8orz6EFb560b1cTEAv3nbcdZyfzGgIXYY-ejQ,Tres Leggat,https://play-lh.googleusercontent.com/a/AATXAJw0TeceCS3GaSXiCu0WPuF8k2rUzURX2hOnIuPm=mo,Terrible trying to fiz my on line banking and saying its all rong will tey again latter,1,0,69.01,2021-03-24 17:41:22,"Hi there, sorry to hear the App isn't working. We're aware that some Android users are currently having issues using the App. While we look into this further, could you please try updating the webview app and chrome on your device, or if that does not work try uninstalling the webview app. Please let us know if the issue persists. Thank you!",2021-03-25 11:55:39
1971,gp:AOqpTOG1IpatBUkJb2arQ5zMRSP4yKag4qB-EmYPhlHxN6dUUDkK3aSSNLDFUQ08xeE9a3syhUKJB9SFuBC2Xg,Diana Mulroney,https://play-lh.googleusercontent.com/a/AATXAJzA9pEgvV7nyhAUOBc_jAggxt5U-6DS1Tj7xH5m=mo,Smooth and without bother.,5,0,69.01,2021-03-24 16:38:20,,
1972,gp:AOqpTOFbuuvfe3lMlI0SlwgL7IDpJxyj5oekIUbvOxrlAYXK0l1JTo-TPh4bzShze8O-5MKP0zDrFNhDGAVQ_A,Micky Dennett,https://play-lh.googleusercontent.com/a/AATXAJzDKV2IeNdwPT5IFn3DoocMLsbZQFORn9oJtYJ5=mo,Super,5,0,69.01,2021-03-24 16:35:47,,
1973,gp:AOqpTOHJ-rfnllW5gYDMa0t5ki0keuwmbX61LiXTK9WG9DWMAxQYY4Tfojkr_BfuCzJxMSIHA-CTZmp1g24XyQ,Louise Millar,https://play-lh.googleusercontent.com/a/AATXAJyLOhNdKu8BM4lnu_tQU0AumSlb07sxjMvvhhHl=mo,Update the app still not working,1,0,69.01,2021-03-24 16:05:21,"Hi there, sorry to hear the App isn't working. We're aware that some Android users are currently having issues using the App. While we look into this further, could you please try updating the webview app and chrome on your device before using the App. Please let us know if the issue persists. Thank you!",2021-03-24 16:02:21
1974,gp:AOqpTOEN6jzo-wZ-8wmNF7gebEHdGENVi2yfrnfrpDDXU9tnr_3ZRTjuafyiBqHIamtGEYkJzSx5MiAM-b60UA,Andrew Crompton,https://play-lh.googleusercontent.com/a/AATXAJy2SphTE7YrBKswqcpRDDrxDV7kwpmQogB29mQ7=mo,Useful banking app. The facility to pay cheques into your account and instant messages regarding your transactions are excellent features.,5,0,69.01,2021-03-24 13:35:42,,
1975,gp:AOqpTOHg9-ejJdVQRrAkqGnpUqGsyNYJwNJBmUfpnxp9zC2wzeLgLAykNsADNq8YbUd8OjwXF3c9olcxJkzYOw,Aman Man,https://play-lh.googleusercontent.com/a/AATXAJzD3ggiABkQ-665RCBb_8pUUsWTRyfhI1Q-SrAf=mo,V.good,5,0,66.03,2021-03-24 13:34:01,,
1976,gp:AOqpTOGZykI0kPRzsymg8ydnYhVXZj1Vu3kHQXkATVLnRSxQdCaNZnkATZR-aMmOe1Ah-AmHfBk8HyeB-6tYNw,Wendi Greener,https://play-lh.googleusercontent.com/a/AATXAJxlu1YirOauj1X6N9Qu2YuLJCNq1ORWjkG0jnsK=mo,Find it very easy to use. Very quick transfer time.,5,0,68.00,2021-03-24 09:44:28,,
1977,gp:AOqpTOEgLack__UADQqlobT0YGn-2SpmYJZX_xtv4Lwk_cYGuUyoBRrOFwjgWoxMUmRAUm7a5bCde773KlW8ig,Lindsay Bell,https://play-lh.googleusercontent.com/a/AATXAJxDQJW6-zClfWfjqXr8dtfuyOYIlbYL_3ORpSHo=mo,The app works well and is easy to use,5,0,68.00,2021-03-24 09:24:03,,
1978,gp:AOqpTOEb7Pgnm5hOvza6Rw_Tmg1BRojcqePKu82dIeiqb-fmhK5JR8Lf1EPFaaecOx_Cxc351eGlr2EXuKhQmw,mitchell webster,https://play-lh.googleusercontent.com/a/AATXAJzZMbYpzYl8iADaq-lj43waC8eFmVBFnT4znyLQ=mo,Easy to use,4,0,68.00,2021-03-24 08:29:45,,
1979,gp:AOqpTOFMm48VVfs7MZfGkRiZ7dzWODLELDp5z9CgBFnx9904owQFxinrTEYBjbE9oI6D4_CZAeCHFmHqx63HgA,David Fulton,https://play-lh.googleusercontent.com/a/AATXAJx6LMXufDkPQXlh6ya9YhIMpuL1fXsRLYorlAIi=mo,"Does not let me open app, no option to click on it ? Is it down just now ?",1,0,69.01,2021-03-24 07:36:50,"Hi there, sorry to hear the App isn't working. We're aware that some Android users are currently having issues using the App. While we look into this further, could you please try updating the webview app and chrome on your device before using the App. Please let us know if the issue persists. Thank you!",2021-03-24 16:02:27
1980,gp:AOqpTOHxP6uPgocil_Ly1fRcaMbKwzV0HqLMmY-l-mqIH9U7OQXGCDDil3Yyyem8WObf4i5p-xYIbPTlqsA-TQ,Lin Govan,https://play-lh.googleusercontent.com/a/AATXAJy7Qt-GIXHTprgyoPCkI7VYaorhNJWWcKpPXlNw=mo,Great so far very helpful gents a lady n,5,0,,2021-03-24 07:11:43,,
1981,gp:AOqpTOH2PiV5qtITsYvM_zoDN2PUGahGVX2hKPirmjYJv8i9wEJybe1T_HUt8B2LnYnzNBSPe9tWPup-7udNsQ,David McQuiston,https://play-lh.googleusercontent.com/a-/AOh14Gi3MWnUmt43q0gDoRP2EoGpDW5kyBoLycVpt-_YfQ,New update has broken the app. Plz fix,1,0,69.01,2021-03-24 05:27:35,"Hi there, sorry to hear the App isn't working. We're aware that some Android users are currently having issues using the App. While we look into this further, could you please try updating the webview app and chrome on your device before using the App. Please let us know if the issue persists. Thank you!",2021-03-24 16:02:33
1982,gp:AOqpTOFbaJpTSOVToZiVIiUEMtGsP_7WpIL64pgiIYdAG517o7tE6BWV7UdP6hPCaHevpYBopXahQL7CQF6HOA,Myles Hutchison,https://play-lh.googleusercontent.com/a-/AOh14GgMiS40-LmUdqKCaTycgduj8XDG2SOCnzFGjCpsTA,App was great but now it won't even start ? Don't know if it was the last update but really disappointing.,1,0,69.01,2021-03-23 22:53:58,"Hi there, sorry to hear the App isn't working. We're aware that some Android users are currently having issues using the App. While we look into this further, could you please try updating the webview app and chrome on your device before using the App. Please let us know if the issue persists. Thank you!",2021-03-24 16:02:47
1983,lg:AOqpTOFI3wir3tjUYW0fBTQcN9XI6p5nzaVkT2Y0YrAXoMxdlgtG0wxan5Q4Qjalwr7MU96XCbh0a5YZMuak2A,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Issues with fingerprint login resolved and app is once again working well. Loads of banking options and features.,5,1,69.01,2021-03-23 22:34:46,,
1984,gp:AOqpTOH2k95Me756dfd39h7P0YRD9oF_Y1BxaWWtNw8jKKSsxn7x2z1Zwis8B8U0exZINAYofUcKi8OgI5iYlA,Yaseen Muhammad,https://play-lh.googleusercontent.com/a/AATXAJwX-e39Z48PaFCahIbI6I-vm4co3SmBeoEo4JVZCw=mo,Good,5,0,69.01,2021-03-23 22:13:29,,
1985,gp:AOqpTOH250T8TCWk_M2tOA7rhDzhD_OgVfs-Z_aRdDBISAV_BNot4QASbcAJkjT0wHIF0O7sSQJVdc-6E4deMQ,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App keeps having technical difficulties where it freezes and then will not open. I have to uninstall it and then reinstall. Very frustrating as previously it was a reliable app.,1,12,68.00,2021-03-23 21:56:38,,
1986,gp:AOqpTOF8aAZdtuNWvVD5qlKPGjIWYq3ZJ2AAaCcYlDMGwMHqYRaqC1MsjrTPGW4ob1mzizb_fz7jQqj7EtuwXw,Shannon Tait,https://play-lh.googleusercontent.com/a/AATXAJz55f1emh2Vzzq2xYugbmcET_IWqDANAlTUWEg=mo,Haven't been able to access this app for over 24hrs now 🤬🤬🤬,1,0,69.01,2021-03-23 20:55:07,,
1987,gp:AOqpTOFQy0OWIn3-dUWiIckIfZQA8VZHXDgeY_NdzlxtElpIMDZeOW6SqS2kFHGDpJ6wT0g904g_Be7KoSU4sA,Lynne McGregor,https://play-lh.googleusercontent.com/a-/AOh14GiQbwVpSBr1lxh_wy8a4hiDjWUS_heAMvWeRuPPTA,"Easy to use, stable and have had no issues.",5,0,68.00,2021-03-23 20:52:28,,
1988,gp:AOqpTOGesHSQuRCthP1aSJCUZ384vqNuqvi6rtpLP2_-LNf_afGlPTcVgjSYIPvhQ94FO1kbHiLN3Fyodtwuzg,MadMammaDJ x,https://play-lh.googleusercontent.com/a-/AOh14Gh2vllX_NR1joV8dAAfN-_WRBMtEYFMB_lWdpcP,"App wont open , never had an issue untill this new update",1,1,69.01,2021-03-23 20:49:35,,
1989,gp:AOqpTOHOqh9WJ_IdigzwZCXtReRlexe-yoUIv9URC73d_LvX6uAVlL5p7NsM8nYLLRu9mEYpp3ZNcKz6get_-Q,Madge Gallie,https://play-lh.googleusercontent.com/a-/AOh14GiZ2wHuBq8jBUUGpWAXaKzSxB4eW4lICnAG9MmkGA,Why does the app keep crashing ??,1,2,68.00,2021-03-23 20:27:47,,
1990,gp:AOqpTOHm6dpYHFAVTmuU3xJnBNLl8cEkSBgZnKddaREg5b0l0HHoagc3Atx6CHgcYMM25lyqNUMjfXJB_OniXQ,Ann McGinley,https://play-lh.googleusercontent.com/a/AATXAJzJS3KZrDhtEeUeCh2BhknUuZiA4ghWZWxr13hF=mo,This important app suddenly stops working . Now i bneed to contact some one for help .,1,0,69.01,2021-03-23 17:04:28,,
1991,gp:AOqpTOFHvZrrYT1nLxroYxrSUXyqGoxyALT8YxVA5OBq-uu2E665MsYwQwRGm0h4K2Jrtp9TLQfd64lxNTp6FQ,Steph Mcglone,https://play-lh.googleusercontent.com/a-/AOh14GjYf-e4xUerVwYpclS0U52ucqbIL1veCPnp1v-C9Q,"Can't log in,and won't open",1,2,69.01,2021-03-23 16:48:53,,
1992,gp:AOqpTOEr8I810kgpRkxd0xf9-1deL6x9uqjWluRKSck3A3kc-QT7cuvjyo-oTpYtXItVQEk5RidGQtaeDANKJA,Jim Dobie,https://play-lh.googleusercontent.com/a/AATXAJzAskXkVtCuz-4hWhncQqdWfxfFM0F7WoRI5XL4=mo,Uninstalled app then reinstalled to get it back to operating correctly today 23rd March 2021. Seems OK again.,4,0,69.01,2021-03-23 15:57:46,"Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon",2018-09-13 12:04:14
1993,gp:AOqpTOFeyPh79bJJ5AgndrRqNYRaO4eMT_gQ-MJVfDQ0sRXmAkSliv6KWcsIuif86_8SPsId3CqV8pgso31w5w,Shaun Tennant,https://play-lh.googleusercontent.com/a/AATXAJwWuoiKn8KnWDk9Ma_lTGgQpT2z7irUoPvsZmhJ=mo,Repeatedly closes when trying to open the app and says there is a problem without telling you the actual issue.,1,2,68.00,2021-03-23 15:51:16,,
1994,gp:AOqpTOHSN23Nh_ZJPA6h08fgN2BGQdXkrCOkkoby-HkFbpJJUB2JrPhaSqFqwfzE3YoBgcnqWWsSm85uwR6JLw,Hisham Ibrahim,https://play-lh.googleusercontent.com/a/AATXAJzODwFnhNJe-GhI2buQUDuj-mmKjat_bqKUcB8Z=mo,Very easy to use,4,0,68.00,2021-03-23 15:36:33,,
1995,gp:AOqpTOGlpJ8jg2EZzxBHTgmVrcwaSBusSHQkMml6-Vulwp5DJZCMcRKDqGXp67GafoifLdtxspNZT2ec88o5cw,Mr HAWK,https://play-lh.googleusercontent.com/a/AATXAJxubEUvj40cH7gGqDBcf-q7PYKMp3CS9oM3U52n=mo,Why app keep crashing,5,0,68.00,2021-03-23 14:52:35,,
1996,gp:AOqpTOF_pQLxRtB94Qt5c9qyIt_nk3aVvRlej6qb5IIZRtQw9gNVYgWMVNXptDhoN1ZjRizqfMUQ_bvMZLmXFg,Duncan Macpherson,https://play-lh.googleusercontent.com/a-/AOh14Gh0J8sjo4b8VMWeT1j6Ej_1amXfOlbxOR3hbemlJg,"Back to being a useful app! More flexibility and detail available. Revised 23/3/21 Much improved. Really good for access to accounts and checking balances, payments, DD, standing orders etc. Quick to get a loan as well!..",5,3,68.00,2021-03-23 14:06:33,,
1997,gp:AOqpTOHEkdzVUlGtfJXgPoQGXYyDQcKrnlJReWpLnSp_8KpKby4CtE_o5hQx1sCnJ2t6XCeK9QHRp7K2zq_NdA,Nancy Morris,https://play-lh.googleusercontent.com/a/AATXAJxiqHoEP8REaLIhWP6JB1UeXW-odthCL81Awj2M=mo,App keeps crashing,3,0,68.00,2021-03-23 14:04:38,,
1998,gp:AOqpTOHs_rCYn6xPXJMgb1RimRmxbInMzgUgti2wWxAI0tBwkRrqg6A6moxydO1KmIrw99w4pycdCv3_1N3uOw,dale richardson,https://play-lh.googleusercontent.com/a/AATXAJyuncvmtg_wV-r5rRfH1WY8OTi3JwSzyoJxIGJ9=mo,"Hi, been using this app for month and suddenly I cant access it, keep getting pop ups saying bank of Scotland closing.",1,0,68.00,2021-03-23 13:47:01,,
1999,gp:AOqpTOGmGhFGwxsWoKAW1F2NrEIQUIV18VmUmGp64leJGHGaqF7gee313GmoPocS3BxQL4wql4a1WhmXn5r1Rw,MOHAMMED SALEEM KHAN KHAN,https://play-lh.googleusercontent.com/a-/AOh14Gh4FA4byFzmPSQaEii2LydDOpnPP5DQ5QG4yGQN,VERY GOOD SERVICE,5,0,68.00,2021-03-23 13:20:00,,
2000,gp:AOqpTOEtM6bTWv6y92OwBH176jsUJT_NypjmFsnsa1eNxahwG0yhUbbb4xbk9ZqLVCe6Xfy9HDovVAtZg5krCA,craig mcgill,https://play-lh.googleusercontent.com/a/AATXAJwJLHsub80K-P5-c5QXUy3nLVo_DGV8pgEftDdV=mo,App keeps crashing.,1,1,68.00,2021-03-23 13:10:59,,
2001,gp:AOqpTOHYY43Nx-v-i12xzwzJ8lb_4xiJ6XNUMyuwGdPtvYG87UM55Iss2y0JDakezgfA12nLj8-omc5WUE1BcA,Elizabeth Mcphail,https://play-lh.googleusercontent.com/a/AATXAJz4tpB6-QDiwWS2VnDrc4mSx6B0sLJrJhZ86qai=mo,Love this app untill today . Keeps crashing constantly,2,0,68.00,2021-03-23 12:17:02,,
2002,gp:AOqpTOGVfRRMnKgVkmQzvHLoMVeTYKc9vTLmbL3fAaeippUzpv3PNHSZjGrQIIOs3XmPFI0I1gynH-8y0SByEg,zofia nightingale,https://play-lh.googleusercontent.com/a/AATXAJxdV0tVxBdiG4SAKOqKzAVsNf_O-aRbaDZMiX6S=mo,"Suddenly app stopped working I have restarted my phone, done system updates and still not working an force closes itself",4,0,69.01,2021-03-23 11:44:46,,
2003,gp:AOqpTOEuM46utnOF86ydK2LNxAIpO66iDEMewMUUe2DgB_ch3H4nLIvWsp2j27Ckr2t-BiTq_7B0sGfY9uZ0fg,janet robertson,https://play-lh.googleusercontent.com/a-/AOh14GjhY2DVTHSwa3Gzmqpw4mfzocbbYWB_4bTPC9wY,This keeps crashing everytime I log in and from the last up date pz can you sort it thank you,5,0,68.00,2021-03-23 11:43:06,,
2004,gp:AOqpTOEuIg30uugGnBUKSDH2HVRhq6l86irvnGd2UhOEguTFwu-mt1GLYyRoYn1G_c30lC7YKUmUw27kn9xxjA,Louise Wylie,https://play-lh.googleusercontent.com/a-/AOh14GieeILFo_rGCwtVUO546iwcA6mHlOIuYpWs3UAc,Hi I can't get logged into my online banking it keeps shutting it down and won't let me open it,1,0,68.00,2021-03-23 11:08:53,,
2005,gp:AOqpTOEi529-fs__Lg49xDXDexOtEbYpYDiEFnZ-Wkcdjcwyx4oNmEme1Kv8yrHEhNjfocKs1B_I-p2CWPWtew,Kenny Bruce,https://play-lh.googleusercontent.com/a/AATXAJwbb-7VAk4cSc4AJJoZqjep2uE_aCLw3s1o1aF-=mo,I got a new phone transfer my stuff over but my bank stuff never I've forgotten my login details try put my card in but nothing,3,0,68.00,2021-03-23 10:39:32,,
2006,gp:AOqpTOHSPM8numKci4C7Icqa3at3XpA58a-eqe8py4ho5dcE890ZUfQ_wmFOJGOEwOJfkPIwpc3Mp18iyL1bgg,Carolyn Stewart,https://play-lh.googleusercontent.com/a/AATXAJw_kPYYaQ2hTSBrgH1_s1uwxFb2JdI6MWCYyjFR=mo,"App keeps stopping, usually really useful but it's frustrating now!",1,0,68.00,2021-03-23 10:25:25,,
2007,gp:AOqpTOH02e9fuYNIMsHGDv4pvV9YeMjSBfQjF-f6gilQlIuQGVnV273tt9eqMQ474Cdj3Ux1lrPs6fyzeGAmIg,S H,https://play-lh.googleusercontent.com/a-/AOh14Gh4Zd80cnN5Y8BS2N5kmHSCyLTI6cAsV0pPwuAP,Normally this app is absolutely spot on but today trying to open it is a nightmare keeps on telling me my app isn't installed when I have been using it for years. I cant give any less than 5* because like I say its Normally great.,5,0,,2021-03-23 10:11:57,,
2008,gp:AOqpTOH8kFoOdxpyN7VwRZssfiIQvGmB9sykBJbYhSrpMVEGjOylg5v3gvuuV-rl5LuYe8oZvSlwZFe1c_quWQ,Rhona Black,https://play-lh.googleusercontent.com/a/AATXAJzr32LSZ52i6kW6A3gLq-fZ4xQABLaI0jQ6kE74=mo,This isn't working on my phone but working on the rest,1,0,68.00,2021-03-23 10:00:01,,
2009,gp:AOqpTOFhHlmJOMX9pmSdgaQEMuCuPRduRtxttRZcvrY_W7D4wqCIrlAmuw4r3Amlmi5LrondyEQ-haJwCgO1xw,Darren Monk,https://play-lh.googleusercontent.com/a/AATXAJwAjQ7WKdmONMkl8ABiTJjqiiKXadqSevsS0L8=mo,I am getting messages that the app keeps crashing and I can't open it. I uninstall it and reinstall it and it works once then goes back to the way it was,1,6,68.00,2021-03-23 08:49:38,,
2010,gp:AOqpTOFAH3VrMPGKjykJvELZTIh10iQ23krAPnhzKIy_dvPEln6yQzWirFN8xJSAwhqoUbkWOJ8s36Pmt-zsyQ,John Arthur,https://play-lh.googleusercontent.com/a-/AOh14GgLqyXzHmNMKZH4fxwsehwvWvADpzMa89MO0vZXnw,Excellent,5,0,68.00,2021-03-23 08:34:16,,
2011,gp:AOqpTOHTR7KY0XjY40k0m_ff-20ecBABcZ79f58j8qUAy9uqNafUmnd2exNILXGUMULx4cZHeXZBNlGXUXFpxA,Alan Campbell,https://play-lh.googleusercontent.com/a/AATXAJxIweb3C1mkdXm8Gv9ZIH-ts1SX06hXXihnPmMx=mo,App not now opening on phone,1,0,69.01,2021-03-23 08:25:40,,
2012,gp:AOqpTOHeKmK-soF0qC1Mgrprlo2rcxKQU0q9B6YY1brwt-Rj4oufWz-F6LrLFXfLP3T64NTaf8vCVf_X5dsfbw,BILLY Seaton,https://play-lh.googleusercontent.com/a-/AOh14GgSoCoXt1OStcn47dwhtb0gGRQRDh_mMJzmKWtm,I have been using this app for years now and never had a problem till today. It now keeps crashing everytime I try to get into app. Can someone help please.,4,1,68.00,2021-03-23 08:20:34,,
2013,gp:AOqpTOGfkWGQQ7loBywGeMl0eD0h01BLFsb0itVMjgQCjet1gvlbwWbpEy95mQCoSRAYADuuXGYFfBhQRJNogw,Jaffa Trolley,https://play-lh.googleusercontent.com/a-/AOh14GjuAzgNlJKCyoaONwoHgCLvUp21l2KcYIWo7OKQwg,App doesn't open at all anymore what the heck is the point,1,0,68.00,2021-03-23 08:19:25,,
2014,gp:AOqpTOGqDvtHgA02ZFQxYpWeTa70hVXXqMcCiOCfVKNkiSUKUq7ATKVhpodNKAs-1LK0jsMyBBGU7sRfajLYdw,debbie smith,https://play-lh.googleusercontent.com/a/AATXAJwcnZv5M8YrXt-_DwtVCAPsK46wDijYU6eFLEGg=mo,App wont open anymore is anyone else having this issue any recomendations on what to do please,1,1,68.00,2021-03-23 08:05:14,,
2015,gp:AOqpTOEmEo4hdDn6867kqeWXEULtt0aX6jHYmR6k_MKTD-KJzUkvMR48sK4SPYk-NFGHRsaOjl8cvRf9_z8PHQ,scot gair,https://play-lh.googleusercontent.com/a/AATXAJzEZnHSy7jca2zr8eBBQRAO-bCWSoB0b-oc7LG4=mo,App has stopped opening on my phone,1,0,68.00,2021-03-23 06:53:23,,
2016,gp:AOqpTOE3i6LZhWnjgWG8HuNlC0ZnpV9DPmauEst0v0frNMJDKud7WpgJtVxs1yKPLPeDCtzoWrJdGHuhBJLpAQ,Muhammad Mashhood,https://play-lh.googleusercontent.com/a-/AOh14GhBiUlb1PWcpYGzXNTDL673fUVR4V9AcpIj0vTl8Q,To day this app doesn't work in my phone why,2,0,68.00,2021-03-23 06:42:14,,
2017,gp:AOqpTOEWjzcy316EdK07Pjp9CMF1CbhdLClGV6uYHMZK1NnJIvrLAJy4SAbdOUgSTAojSekf91X-1O6AOzdZRg,Laura Monteith,https://play-lh.googleusercontent.com/a/AATXAJzww5z8YKn21jmGd4y2l5cuwRifSgDWtCUHyiKF=mo,Been using this app for years with no problems but recently it will not open what so ever very frustrating..,2,0,68.00,2021-03-23 06:35:42,,
2018,gp:AOqpTOGqMDxdpg4nizkU_58IDB4NxjPTaHZtTUWBOAmtXSAdXLl0-uoMaYiqcr0VU3fDOPtPGrcBPU6tjvCUpQ,Amanda Mcgrath,https://play-lh.googleusercontent.com/a-/AOh14GiaBP-csxCrCG2PXTkueCvwjOOnwof9xtDfD9dQfw,Can't get access to app won't open up. Really worrying considering how important this app is,1,1,68.00,2021-03-23 05:53:14,,
2019,gp:AOqpTOElQpx2UV2xglPhZCx6a6Zs3rR3ztuU3_PdbiKqlsNk8X9mmFRu3qSqfPUDqobn2dmVwiqASOVyRiBqFA,Doug Farish,https://play-lh.googleusercontent.com/a/AATXAJwMoAT0u-mH_cfr5JW-nrfCTNzQ9g3xXS6f2yJW=mo,"I have found this application very good for quick checks on account activities and payments etc. It could do with a little bit more but I do appreciate that with easy access comes less security, so perhaps it is all it should be. I wrote the above in 2014, the app has come a long way since then and I think it's now pretty much perfect! I haven't had any issues, I can do pretty much anything relating to my banking from my mobile device and it's all very smooth and straightforward.",5,0,68.00,2021-03-23 04:31:33,,
2020,gp:AOqpTOGhuVfV089_qUcE9F81vIz1az0N5Q4jYoYanYdAnPigkU2lyOKh84tnpBept8KRv2KXkO2uKJ0hsSz99A,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This app keeps stopping, not good as I rely on it to pay my bills",1,1,68.00,2021-03-23 03:26:52,,
2021,gp:AOqpTOH-K8uH0E1COPoLbHeNzNHVI90o_kGYVex2vyOy_WJl_B_4Fzq2CuxUKp-LfxO-1liBSAOQmXXD4BUelw,Ash Amaan,https://play-lh.googleusercontent.com/a/AATXAJyqrgZ9b3oIpIZF1Yw6e-ue-_nBaNxxo0mAMcii=mo,will not open,1,1,68.00,2021-03-23 02:43:38,,
2022,gp:AOqpTOHSYse2PKioBgOBWArJDmJ08LClhybj0Wq2AKwiFy6KURD2cxBsPdMhEYK7nCM_jna8pZh94UICAZnOMQ,Greena Production,https://play-lh.googleusercontent.com/a-/AOh14GgHC5RqYKB_UxRW2jEANcT2-HCoiEWFRUQr9lma,hi what's going on i can't even open the app after update !!!!!,1,1,69.01,2021-03-23 01:32:31,,
2023,gp:AOqpTOGSTN7PTtGTreSDLPc5HATN3Uuzp9REqL7yKfMaHXQXmVRQCyDz28G0xvoSkW_EWjx-QCIEzEbCyjqftg,Nikki Robertson,https://play-lh.googleusercontent.com/a-/AOh14Gj1xC24jCCX4-8UT6Ei_KBYmGPaGfxoPM2dFHgt,Won't even open for me now since the update!!,1,1,69.01,2021-03-23 01:17:44,,
2024,gp:AOqpTOFnPvMQNXOVkjTyLYhs0B3Vo8U3Jg4ds2Z8J4n0k8mZHyuA1XaG3fshQq2FDoiwWZ6Xn7p_DIuzp8AYeA,Leanne L,https://play-lh.googleusercontent.com/a-/AOh14GiLM47dQ-S_Fpr6ZkBAXaL8BVDG2Pv0GuJ5iZV3BPc,Unable to open app. So frustrating,1,1,68.00,2021-03-23 01:17:04,,
