,Unnamed: 0,rating,userName,review,title,isEdited,date,Positive,Negative,Neutral,Compound,Sentiment
1110,1110,5,Toto J R,customer service chat support built app waste money barclays rep join chat ignores every message send another colleague join chat ignores unmotivated probably welltrained outsourced staff complicated cashback mechanic earn reward,App is OK,False,2021-05-25 12:51:51,0.25,0.218,0.532,0.34,Positive
1111,1111,3,rmky2,app work pretty well amount forced update extremely annoying dont want update every version dont force automatically background worst thing needing use app low internet download new version poor customer experience,Too many forced updates,False,2021-10-20 14:46:59,0.118,0.372,0.51,-0.888,Negative
1112,1112,5,Lee230658,app good get almost anything need account moore dont hesitate get app youve got barclays account wont regret ive 36 month never let,Great app,False,2021-01-11 16:00:15,0.261,0.0,0.739,0.7224,Positive
1113,1113,1,Clitheroekid,ive spent last 20 minute trying pay cheque facility used work perfectly well app seems changed app decides take photograph rather leaving user unfortunately app keep taking random photograph miss half cheque include background utterly useless driving mad see im one problem get sorted,Paying in cheques is HOPELESS!,False,2021-02-03 15:06:21,0.111,0.257,0.632,-0.7474,Negative
1114,1114,5,myonlyhelp,ive tried logging latest updated version cant get passed passcode page meant banking since sorted within couple hour barclays contacted apologise,App not working at all!!!!,True,2020-09-11 22:40:42,0.115,0.0,0.885,0.3818,Positive
1115,1115,2,Tg776765311367,app generally functional apart paying cheque rubbish start improvement aspect capture mechanism glitchy spent 10 minute retaking missed shot triangle diamond anything standard rectangle around whole cheque awful piece design never improved ever,Mostly functional but don’t bother with cheques,False,2020-11-16 11:07:49,0.131,0.188,0.68,-0.33,Negative
1116,1116,5,Jazzyothello,app always useful recent time absolute boon due convenience settling invoice managing finance without facetoface well conceived easy negotiate particularly like concern security,Five Star Service,False,2020-06-25 09:16:09,0.362,0.058,0.579,0.8571,Positive
1117,1117,5,businessman98153,personal use app probably great limited business user absolute worst thing keep advertising loan service would pay significant money ad free version,Stop advertising and make the business features work!,False,2019-07-17 19:04:47,0.282,0.227,0.491,0.4215,Positive
1118,1118,3,kr169,since latest update font size ridiculously large fitting half info screen keep scrolling also dont like moving image logging take forever log compared used look away make eye go funny,Not liking since the last update,False,2020-02-09 09:16:02,0.084,0.131,0.785,-0.1556,Negative
1119,1119,2,sjk feedback,app great given access cheque deposit function really disappointing since last update longer working either ipad iphone apps ipad cant seem work take picture chop part cheque iphone cant get camera working crash time,Cheque deposits not working,False,2019-09-08 09:09:45,0.099,0.15,0.751,-0.2716,Negative
1120,1120,5,grumpy skeletor,barclays app changed pride rainbow logo phone way changing back utter virtue signalling rubbish couldnt care le people gay care forcibly recruited recruit cause without choice poor show barclays bank apolitical time,Gay pride logo forced upon everyone,False,2019-07-13 07:39:34,0.194,0.131,0.675,0.3607,Positive
1121,1121,5,socal92253,account frozen 10 day worst possible time begin annual family two week holidayit extremely frustrating timesince barclays become unpaid big brother government enforcement agency,Account Frozen,False,2019-07-08 18:08:34,0.0,0.249,0.751,-0.807,Negative
1122,1122,5,ledhopp,cant believe many user think gay political view youre anything forced upon youre deleted appclosing bank account due colour logo changing support pride month quite frankly need grow get,🏳️‍🌈🏳️‍🌈🏳️‍🌈,False,2019-06-29 10:32:21,0.15,0.088,0.762,0.2732,Positive
1123,1123,5,bee_bee127,dont understand whole exhibition people sexuality earth need see rainbow bank account app really annoying dont agree somebody opinion thrown face every time im using app bring back old look,Why a need of changing the logo,False,2019-06-27 16:18:22,0.0,0.161,0.839,-0.6561,Negative
1124,1124,5,ELD666,would totally lost without barclays banking app banking user friendly transfer money easily pay people instantly check balance amongst lot service havent even explored yet highly recommend,Fabulous banking App,False,2018-05-09 07:14:44,0.244,0.116,0.64,0.6597,Positive
1125,1125,3,Gazinky,cant get head around way keep changing thing around app one minute feature get used using remove apparent reason currently theyve removed manage payment feature provided information date direct debit calendar handy feature,Frustrating!,False,2019-02-03 10:43:13,0.0,0.0,1.0,0.0,Neutral
1126,1126,3,jmmre,similar lot review massive problem auto log feature banking apps place functionality user change log time period banking apps implemented onus user want change good severely blunts experience,Great app but adding new payees...,False,2019-01-15 23:54:47,0.124,0.168,0.708,-0.3612,Negative
1127,1127,4,Biglad67,fantastic app work brilliant one thing would love see moving money account would like able write reference similar pay someone please make happen u dont greatest memory reference would great help,You made it happen. Thanks.,False,2018-10-14 10:47:52,0.474,0.097,0.429,0.9609,Positive
1128,1128,5,nazhasrub,telephone service really weird untrained people dont even speak english fluently wanted statement name prove business address one partner could give solution different people directed differently one even disconnected phone middle conversation,Not 100%,False,2018-04-17 00:17:15,0.067,0.058,0.875,0.079,Positive
1129,1129,5,Ces7298,overall good app ive always problem day ill log loading 20 minuet still nothing happens end restart phone use itview balance irritating,A good app.,False,2017-12-17 09:13:59,0.099,0.289,0.612,-0.6808,Negative
1130,1130,1,liz992,ive barclays year hearing good review honest hasnt met expectation app frustrating hasnt worked whole year constantly told sorry unable process application time please try later frustrating reregister online banking access app still working use browser log banking sort,Issues,False,2018-02-22 21:50:58,0.175,0.146,0.679,0.34,Positive
1131,1131,5,thiccshake89,love barclays apps easy use perfect amending thing like direct debit standing order also brilliant feature able freeze card temporarily lose misplace card unfreeze anytime xx,Top tier Bank,False,2022-01-12 19:24:29,0.458,0.068,0.475,0.9393,Positive
1132,1132,1,SVNCMN,honestly love barclays bank tech aficionado say im completley dissapointed fact barclays last app optimize towards phone quite sad banking finance supposed fastpaced environment also whats point mobile pin sentry use pin sentry anyways unlock full app simply changed phone greatest pain really app presented problem problem barclays mobile banking app,Terrible Updating Times & Usefulness,False,2017-11-15 13:25:26,0.208,0.18,0.612,0.4551,Positive
1133,1133,1,SandieD46,trying day sort problem chat message say available busy tried call waited long time without getting 1 occasion caused lot stress money left bank use couldnt speak someone money going account absolutely appalling service,Rubbish Chat,False,2022-01-25 00:05:44,0.0,0.217,0.783,-0.807,Negative
1134,1134,5,jay-southend,got account bank apps compared barclays pay cheque photo best banking app past review say slow mine isnt nothing complain keep great work barclays,Great app,False,2021-12-31 20:42:23,0.137,0.212,0.651,-0.0812,Negative
1135,1135,2,Peteb2383,notification dont work even turning mean im expecting payment keep logging app check cheque payin function disappeared ago barclays able restore pretty poor experience compared halifax app example,Notifications don’t work,False,2022-01-05 06:39:01,0.157,0.145,0.698,0.1027,Positive
1136,1136,3,absclax,app generally good banking annoying bug move money app doesnt automatically update new amount account exit reopen hugely annoying one thing id like able remove people pay list,Generally good,False,2021-12-31 05:58:01,0.153,0.193,0.653,-0.1027,Negative
1137,1137,3,skoinky,generally good recent update balance home page dont refresh transaction made yet logging logging update home page fine make app annoying transferring money account,"Generally good, doesn’t refresh",False,2021-01-04 13:41:25,0.165,0.095,0.739,0.25,Positive
1138,1138,1,DeamanF,every time hit manage transaction button account app crash every single time get send report email generated send log back repeat ad infinitum manage transaction wait see basis far tell technical help available click send auto generated email every time happens far surprise email magically solved problem,Crashes,False,2021-11-21 10:32:33,0.127,0.099,0.773,0.128,Positive
1139,1139,2,Jayney2308,ive opened account super easy came account opening asked thing twice there 2 account opened yet everytime go onto app asking open account tell cant please fix dont even know ive got account glitch,Opening account issues,False,2021-11-14 11:56:25,0.175,0.051,0.774,0.7039,Positive
1140,1140,5,Pigeonpose,app hasnt worked properly last 48 hour barclays couldnt figure problem app developer suggested changing font size work,"Generally ok, but crap when you need customer support",True,2020-03-02 21:43:42,0.117,0.0,0.883,0.3089,Positive
1141,1141,2,Phunky Phish,fair app good covid time people staying home bank shut open app continues fail taking photo cheque maybe 1 3 work cannot focus cannot find cheque much much better box make cheque fit cant take picture crop please please please fix,Fix paying in cheques,False,2020-11-02 09:54:52,0.337,0.067,0.596,0.9001,Positive
1142,1142,1,Live_Matt,since last update longer switch personal account business account view personal account tab option top would remove thing ipad iphone effected completely ruined app hoped recent update today would solve nope still worked perfectly year useless,Removed business accounts!!,False,2020-10-15 22:38:36,0.14,0.208,0.652,-0.6246,Negative
1143,1143,3,ftn9899,good app easy navigate straight forward there one thing online fintech bank mastered traditional bank even considering real time notification hard guy soon payment go starling monzo revolut etc immediately send notification thats one best fraud prevention way well youll know money went soon went app developer team spend time apps see thing done also much youve spent date month visible accessible simple thing propell barclays app way top,Pretty good BUT,False,2020-09-28 15:19:40,0.193,0.063,0.744,0.8625,Positive
1144,1144,1,Tercio Rodriguez,two month already without able access app online banking nobody barclays managed resolve issue branch phone chat email tried channel still able access due rp156 error app 1101 online banking extremely disappointed planning move money another bank resolved soon,Two month without access,False,2020-08-26 10:10:33,0.095,0.134,0.771,-0.4201,Negative
1145,1145,1,Cant find a nikname,app okay cheque pay work experience never try take photo joke several attempt may lucky enough acceptable image go whole process take image back cheque try pay error message inviting try go branch absolutely useless happy barclays sort problem,Cheque pay in DOES NOT WORK,False,2020-07-10 06:18:00,0.283,0.206,0.511,0.6352,Positive
1146,1146,4,ddasdkzk,dont understand input moving background hurt battery take slightly longer load trying quick money check transfer dont see point tbh,Would be 5*,False,2020-03-27 12:55:53,0.0,0.152,0.848,-0.5267,Negative
1147,1147,5,MoyMoy21,since recent update longer see pending transaction annoying next update need sorted im sure im one issue overall really good app function well,Could be better,False,2019-11-28 10:07:10,0.259,0.092,0.649,0.5984,Positive
1148,1148,3,Nickij1,editpending vanished basically title say 100 perfect new video login important see pending transaction please bring back asap p also constantly changing touch id passcode login frustrating thats reason 3 star would 5 still,Pending gone! & a long video login,False,2020-01-25 18:23:46,0.207,0.077,0.716,0.5994,Positive
1149,1149,5,mikewood567,really easy use first time follow sequence window open requested job need easy time using pin sentry doesnt require much effort remember 5 digit number open barclays apps,Easy to use,False,2019-10-04 15:37:14,0.243,0.0,0.757,0.7708,Positive
1150,1150,5,NobodyGood_UK,would changed bank wasnt quality app feature customer service problem havent found anything close another bank,The app kept me a customer,False,2019-08-29 21:24:32,0.0,0.153,0.847,-0.4019,Negative
1151,1151,5,TopTottenham133,always chase barclays reward november 2018 last time got correct amount cocked single parent im happy pay getting anything better return,Rewards always late,False,2019-07-19 14:13:11,0.359,0.049,0.592,0.872,Positive
1152,1152,5,GemTrebbs,found new spending section banking app real eyeopener know money really going help cut back little thing add big waste money month finally save thank,Great app that helps with budgeting,False,2019-05-11 21:00:03,0.256,0.153,0.591,0.5446,Positive
1153,1153,1,kaytwo22222222222222,recent week payment taking long clear prior used clear immediately good idea account spending remaining money example order something online payment isnt taken 9 10 day later including paypal payment resulting idea actual balance continues probably move bank ridiculously slow heavily rely app heavy spender ive barclays 12 year please,App is not the same,False,2019-05-22 09:01:09,0.183,0.042,0.775,0.7906,Positive
1154,1154,5,SRP6_,app consistently stop working apparent reason update software regularly advised last happened however app still doesnt work even delete download awful awful app,Doesn’t work,False,2019-03-21 18:57:59,0.0,0.291,0.709,-0.802,Negative
1155,1155,5,thegreatsusanhenderson,barclays phone app far userfriendly one encountered similar account three major bank use iphone display clear selfexplanatory offer versatile option bank online app mac similarly useful,Easy App,False,2019-03-04 21:00:38,0.186,0.0,0.814,0.6705,Positive
1156,1156,5,Diskii,really great need palm hand transfer money ease track payment easy way ensure keep top money bill spends question need answering customer service click away,Great all banking needs in one place,False,2018-05-04 12:24:49,0.478,0.0,0.522,0.9468,Positive
1157,1157,4,Lumpy littleman,would give le 1 star could update absolutely useless two apps barclays online banking barclaycard pay account change app worked perfectly year changing user friendly bank,Useless,False,2019-02-28 17:36:14,0.225,0.137,0.638,0.6003,Positive
1158,1158,5,Andrew2516,phone verification never come despite reinstalling five time resetting phone barclays persist saying fault must blocked number cant even tell poor service customer lost,Worlds most difficult app to set up,False,2018-04-02 14:26:59,0.129,0.237,0.634,-0.5017,Negative
1159,1159,5,Mazen12,made everything easy touch botton everything needed perform banking task like moving money payingetc needed direct call feature amazing really pleased well done barclays fantastic one thank,Great App,False,2017-12-13 13:19:24,0.511,0.0,0.489,0.9632,Positive
1160,1160,5,ChrisBrom,easy set slick movement different account superb addition really useful pingit app update app seems getting slower open slower react marketing added app still excellent app youre barclays customer must,Great App,False,2017-09-01 10:57:50,0.348,0.0,0.652,0.9312,Positive
1161,1161,4,Sch00ner,dont know would without app easy use cover broad requirement banking app given ridiculously busy often hectic life would genuinely lost without travel lot work always able get bank log online banking thank barclays,Integral part of my life,False,2017-10-03 17:19:49,0.063,0.179,0.757,-0.5583,Negative
1162,1162,5,Fozzie/Wozzie,find app easy use need always feel safer logging time finish latest upgrade capability log least found back please,Easy to use but no obvious way to log out,False,2017-08-29 06:16:03,0.333,0.0,0.667,0.7906,Positive
1163,1163,5,paul seaman,since last update able look pending transaction app expanding going able help app update great app,Pending Transactions,False,2021-12-04 09:31:43,0.327,0.0,0.673,0.7783,Positive
1164,1164,5,yashuss15,able sort everything app easily lot extra feature dont call go branch loving card freeze feature,Making life easier,False,2021-03-06 09:03:14,0.366,0.0,0.634,0.7579,Positive
1165,1165,1,fedup1966,use app manage daytoday banking found successful past suddenly barely see anything font enormous column seem jumbled cant see pending transaction properly please put back update turn larger type size suggested put barclays right mean longer read facebook surely beyond developer allow size adjustment within app,Update is awful,True,2021-12-04 09:18:09,0.206,0.0,0.794,0.872,Positive
1166,1166,3,iaincd,notification popped phone saying transaction declined due spending limit 1 ephemeral cant see 2 nothing app flag said transaction 3 chat interface next useless still waiting 2 restarted chat get answer 4 debit card including business need capability,Fleeting notifications,False,2021-09-14 09:37:35,0.0,0.08,0.92,-0.4215,Negative
1167,1167,2,dgjifsgjudfbj,updating app main account address doesnt changing barclay credit card address together say barclay think need go site change one time shouldnt called barclaycard credit viza hate need call spend money call bull,Barclaycard credit card,False,2021-07-08 14:12:57,0.0,0.212,0.788,-0.7946,Negative
1168,1168,5,Wanogs,user interface overall experience using app significantly improved intuitive newer feature version released,Experience and Intuitive,False,2021-01-05 11:15:21,0.205,0.0,0.795,0.4767,Positive
1169,1169,5,delbino,barclays bank 10 year happy bank would never change different bank even there reward bank offer reward,Review,False,2020-08-01 09:17:05,0.442,0.0,0.558,0.9022,Positive
1170,1170,5,SKINNY161,found app useful especially lock card ex like mine who light fingered keep money many useful thing app love,Barcleys App iOS,False,2020-04-11 10:45:44,0.455,0.0,0.545,0.91,Positive
1171,1171,4,Bingo warehouse,good app easy use except cheque paying part frustrating amount pic retake still doesnt always work also 4 cheque week isnt enough allowance pay fab app,Good but could be better,False,2020-07-06 16:46:58,0.306,0.088,0.606,0.7348,Positive
1172,1172,5,Daddyofire,little sceptical mobile banking experience using great convenient always accessible make domestic business banking absolute breeze well done barclays,Handy and so convenient,False,2020-02-12 20:10:03,0.257,0.079,0.664,0.6478,Positive
1173,1173,2,Didzter,setting pain understand safety purpose app becomes easy use many time update app month drive crazy please limit update give u option update straight away time im rush desperately need see account detail one time update every week seriously annoying,Okay,False,2020-02-28 09:23:04,0.188,0.241,0.57,-0.4215,Negative
1174,1174,5,alisoncol,last bank unable kind online banking recently moved barclays use feature quite long making life lot easier easy efficient ive problem,New Account,False,2020-02-01 08:17:22,0.389,0.088,0.523,0.8481,Positive
1175,1175,5,The happy old timer!,barclays banking app proved best app phone easy use keep date finance always know exactly much money available spend account used app transfer payment show money paid account nothing praise service improvement think would top quality app accidentally popped couple thousand mistake hey nearly christmas would promise spend wisely th,Banking Made Easy,False,2019-11-19 09:50:07,0.215,0.156,0.629,0.5853,Positive
1176,1176,1,Muzza35,app work fine want actually get money transfer truly terrible pop every transfer state need look transfer even named account already moved money every transfer required phoning barclays push even doesnt always happen left trying withdraw atm every day get money 1 star kind,Awful overall,False,2019-12-13 13:09:32,0.186,0.061,0.752,0.6486,Positive
1177,1177,1,South East Gas Ltd.,probably worst banking app lot gave one star couldnt give none restarts closed make enter bank detail youre making payment paying cheque joke take picture cheque soon detects ending half picture said cheque corner multi billion pound company create app button take picture cheque ready highly frustrating,Utter rubbish.,False,2019-12-12 16:54:27,0.121,0.13,0.749,-0.3597,Negative
1178,1178,4,Ste_gib,loved app superb however since longer show pending transaction account personally gone star still always fast working slow link efficient easy use app bring back visible pending transaction go back great awesome thank,From great to good,False,2019-12-03 00:09:07,0.484,0.0,0.516,0.9761,Positive
1179,1179,5,Jdgame,app make bank account sooooo easy manage slipping unexpectedly overdraft salary come transfer need monthly bill transfer back bill due even remember middle night manage money love,Best App EVER,False,2019-11-10 20:14:57,0.221,0.0,0.779,0.7964,Positive
1180,1180,5,Acesupsleeve,good round app make easy keep check account keep check transaction much easier logging computer although still use computer instead time,Barclays app,False,2019-05-16 16:37:30,0.323,0.0,0.677,0.8225,Positive
1181,1181,1,DiscoDamo,generally really good easy use app although area design issue others mentioned interface really happy morning phone automatically updated version 257 get white screen open app cannot even log guess mean banking fix advice update app apparent bug sorted,It was good when it worked.,False,2019-07-23 08:30:13,0.224,0.0,0.776,0.8851,Positive
1182,1182,1,Tucson chilly,absolutely horrendous since last update login useless always getting sorry message get passed log see one account listed get sorry message access account pointless banking app cant get account check whats going think barclays need reopen branch shut joke app,"Not worth having, you’ll need to open up more banks soon",False,2019-05-27 12:19:57,0.047,0.203,0.75,-0.7425,Negative
1183,1183,5,Gavin Brooking,app mainly good investment part poor also find really annoying payee detail get deleted year thanks see point long period year far short user specify,Internet banking,False,2018-04-12 10:34:52,0.176,0.185,0.638,-0.0754,Negative
1184,1184,1,gbjfzfb,ive looked long time come conclusion mobile pinsentry supposed appear id app ten day ive month still also seems way get there information online either issue cant make payment without mobile pinsentry reason even though regular pinsentry device unclear would appreciate response,Where is mobile Pinsenty???,False,2018-11-10 20:41:47,0.06,0.045,0.895,0.1779,Positive
1185,1185,1,DanB8,app slow barclays feel need update app least month mean need delete current app download latest version app store enter detail reregister find pin sentry machine go barclays atm complete task 15 minute job month every month year thats 3hrs year time wasted,Very slow app and once a month you need to download and re-register,False,2018-07-17 17:29:01,0.0,0.071,0.929,-0.4939,Negative
1186,1186,2,Traveling Man III,app work fine move away app log immediately big pain nearly impossible make payment example move another app like email payment information located log log back start essentially reduces app functionality zero,Very difficult to multi-task,False,2018-06-26 20:58:49,0.117,0.09,0.792,0.0,Neutral
1187,1187,5,Cloud puncher 247,big issue trying make payment take ever able add amount come tap amount section drive mad take age number box come,Adding payment amount,False,2018-02-28 07:30:45,0.055,0.136,0.809,-0.4404,Negative
1188,1188,4,Zgxhcjvkbknlm,iphone 4 cannot update beyond io 935 unable since app update 1st feb use app nearest offer mobile banking pc told update phone mobile banking important barclays please buy nice new shiny iphone need leave barclays access mobile banking elsewhere,Disgusted,False,2018-02-28 11:42:34,0.16,0.028,0.812,0.6908,Positive
1189,1189,5,Chazziecharz,love app however since update stay authenticating screen phone matter many time restart phone restart app find ipad use app get really frustrating especially transfer please sort x,Good App when it’s working.,False,2017-10-02 07:07:16,0.231,0.094,0.675,0.5698,Positive
1190,1190,5,Ming from Birmingham,one help update io 110 app working try open crashed reinstall app still dont know go help speak apple help one,iOS 11.0,False,2017-09-27 14:52:37,0.31,0.0,0.69,0.7964,Positive
1191,1191,5,Lulu Lamour,check balance account transfer fund pay people never failed easy log use,Couldn’t be without it,False,2022-01-27 13:05:02,0.174,0.245,0.58,-0.0268,Neutral
1192,1192,5,Mark & san,always use barclays app easy use security good get text add new payee super lot info stay safe line access mortgage nice everything one place,Easy to use,False,2021-12-13 09:52:30,0.484,0.0,0.516,0.9501,Positive
1193,1193,1,tdk1964,latest version completely screwed transaction screen ipads look like barclays catered phone user developer said try following step change settingsaccessibilitydisplay text size larger text let u know work thanks lc setting ipad actually realised ipad setting app reducing text size display went back normal,Layout changed,True,2022-01-09 09:39:33,0.11,0.071,0.818,0.228,Positive
1194,1194,5,Kelzaxox,never really issue app easy use easy navigate around issue sending someone money update app back working,Simple and efficient.,False,2020-07-14 21:47:02,0.297,0.0,0.703,0.7451,Positive
1195,1195,1,msw7557,ive left read support staff even really urgent query regarding account security several occasion ghosted conversation left reply quality customer service severely deteriorated past year calling support take twice long automated security check completely unintuitive dont even work half time also service like insurance keep increasing price decreasing coverage saving interest rate rock bottom many account benefit disappeared time customer decade seriously considering switching drop service quality incredibly disappointing,No response from chat in the app,False,2021-07-26 21:23:03,0.234,0.137,0.629,0.8225,Positive
1196,1196,1,meetra18,every update get worst last update kept telling information uca wrong went branch barclays help staff member new account department tried create account still wouldnt work ive updated app see issue resolved infinite loading screen trying apply student account please fix,Student Account Application Never works...,False,2021-05-17 22:48:32,0.173,0.141,0.686,-0.1027,Negative
1197,1197,2,Hanley Customer,find chat feature app slow unprofessional requested statement said would take 2448 hour second person took chat asking quicker way get statement told visit branch id chat terminated barclays im appalled service shame rest app appears efficient,Chat,False,2021-02-15 12:55:07,0.062,0.208,0.73,-0.765,Negative
1198,1198,4,Richiiee,great way managing banking however feature would like able view much spent particular payee whether standing order direct debit frequent spending would help manage money even better done hope,Good,False,2020-12-08 22:46:13,0.386,0.0,0.614,0.9337,Positive
1199,1199,2,Deepak M,perfectly good app rendered virtually useless tiny font obvious way increase size come barclays ive customer 30 year world beating app mess please rectify urgently update 7620 still correction say care accessibility render perfectly useable font useless making tiny option increase size come barclays get please,Tiny Font,False,2020-06-07 11:06:18,0.344,0.161,0.494,0.9118,Positive
1200,1200,5,the irish wan,amazing app online banking pin sentry working week app amazing easy use especially nontech person amazing piece technology banking via app well done barclays technology team,Thank you,False,2020-06-02 13:13:01,0.439,0.0,0.561,0.9468,Positive
1201,1201,5,MM011184,customer many year online banking got better better simple efficient service offer decent functionality,Online Banking,False,2020-05-31 13:33:53,0.439,0.0,0.561,0.8225,Positive
1202,1202,5,NickiA35,really like app find quick easy use one thing seems disappeared pending transaction option really useful could put back use app daily basis,Very good and easy to use,False,2019-12-04 17:09:46,0.298,0.064,0.638,0.7897,Positive
1203,1203,1,ttay116,app used good however recently error message shown almost action error occurs transferring money making payment look like action failed money actually moved balance shown correspond actual value perform transaction app would seriously consider moving different bank app get fixed soon,Really broken,False,2020-05-14 23:22:45,0.149,0.199,0.651,-0.3818,Negative
1204,1204,4,Nicky_m84,love able quickly check account balance bad thing live chat never worked find easier use chat two young child making phone call nightmare,Good app for checking balance,False,2020-04-01 17:15:24,0.14,0.194,0.666,-0.1611,Negative
1205,1205,5,Rufrac,ive using app year without problem taking day debit transaction appear longer shown pending payment app sort rating return 5 star,Recent Problem,False,2019-12-04 07:56:58,0.106,0.0,0.894,0.3089,Positive
1206,1206,5,Robtbear,easily best mobile app banking used plenty easy set work latest biometric id face touch moving money around paying bill easy clear done anywhere move,Easiest to use banking app,False,2019-10-23 12:00:35,0.429,0.0,0.571,0.9325,Positive
1207,1207,2,slcxo,barclays customer many year always loved app recently fact could look payment pending transaction account ease kept customer app updated pending transaction part vanished balance updating would change good feature app,Used to love the app but it’s changed for the worse,False,2019-11-25 18:42:54,0.249,0.0,0.751,0.8519,Positive
1208,1208,5,Alnwickman,run small business find use app frequently moving payment checking balance function havent yet familiarised get round app work find useful,Happy with the App,False,2019-10-11 22:05:26,0.127,0.0,0.873,0.4404,Positive
1209,1209,5,5 big,would like put thumb barclays bank bank moment would recommend friend relative join efficient effective come customer service,The bank of the moment,False,2019-09-28 23:01:51,0.576,0.0,0.424,0.936,Positive
1210,1210,5,PugunicornBFF,started barclays long ago safe secure app feel safe using useful app track spending get reward super easy safe win win situation barclays make sure get app help lot,Such an easy app to use,False,2019-09-01 18:29:11,0.686,0.0,0.314,0.9883,Positive
1211,1211,5,trish_191,ive using app age love convenience dont think ive ever problem im sure mobile banking love access pretty much everything need banking one app loving temporary rainbow logo gay pride,Great app,False,2019-06-29 17:16:21,0.44,0.059,0.501,0.9552,Positive
1212,1212,1,DaveEssex,ive struggling using app like speak someone dont telephone banking liked direct call feature however past 3 month ive realised work direct call feature get stuck loading account spinning wheel disappears message wrong reason direct call good didnt verify unfortunately work,Direct call does not work on iPhone 7,False,2019-08-05 14:44:56,0.143,0.243,0.615,-0.6365,Negative
1213,1213,5,Comm. central,ever impressed barclays banking app slick easy use impressive security feature frequent ongoing enhancement new feature congratulation barclays team excellent work attention detail match device use access app 5½5 score,Great Banking App,False,2019-06-14 10:14:35,0.446,0.0,0.554,0.9601,Positive
1214,1214,1,Rkid6ix,hello barclays feel like updating logo pride month without option keep set normal one unfair agenda already forced pushed much already honestly feel like switching logo colour wasnt necessary opinion problem force upon thats problem could please give option whether switch pride thank,Should have a option stop forcing the agenda!!!,False,2019-06-27 09:49:19,0.367,0.101,0.531,0.9188,Positive
1215,1215,5,Nelsbri,easy use navigate making simple manage control account numerous feature including quick temporary freeze debit card give instant peace mind cant find debit card highly recommend using app,Barclays App,False,2019-04-22 08:02:01,0.302,0.0,0.698,0.8553,Positive
1216,1216,2,WholeHeap,app clock 253mb payload 3x rb app memoryconstrained iphone 5c thats bulky software plus latest version longer compatible pre io 93 device making frustrating user experience new open banking regulation mean bank competing eyeball might well use rb app access account shame really co otherwise barclays functionality pretty good barclays lose,Too big compared to others,False,2019-05-08 23:02:16,0.132,0.141,0.727,-0.128,Negative
1217,1217,5,Daren Francis,dont think phone transferring money account im trying put amount like screen freeze tap pretty hard,Problems with transferring money between accounts,False,2019-03-01 21:21:38,0.34,0.069,0.591,0.6705,Positive
1218,1218,4,korgio,useful use app lot one feature could improved inability keep app open switching apps mean payment detail email cannot flip email barclays app instead must separately write detail fix 5 star,Good,False,2019-03-19 18:37:30,0.168,0.076,0.756,0.5106,Positive
1219,1219,3,Ashish Parmar,latest update changed way barclays mobile banking used look strong market like someone havent proper design preparation testing experiment everything fine design prime key app good app doesnt stand would say unnecessary update change layout hence give 3 star,New layout is not good!!,False,2019-02-02 23:07:36,0.236,0.0,0.764,0.8591,Positive
1220,1220,5,Tahseen seno,im using iphone 5 latest io update app keep crashing since version 240 im able login 10 try already two update didnt fix problem,It keeps crashing,False,2018-10-17 20:29:13,0.093,0.0,0.907,0.3089,Positive
1221,1221,5,MiahWiltshire,upgraded customer service 3 day spending 20 min day display preference setting hide acc team useless cannot fix bug think work sub contracted aboard develop apps,Watch out for the bug in this version,False,2018-07-06 07:12:49,0.04,0.163,0.797,-0.5267,Negative
1222,1222,5,granty66,left purse someone house didnt know occupant took id bank get money last could get purse back lady bank suggested putting freeze card showed set brilliant,Freezing my account temporarily,False,2018-06-10 10:49:49,0.172,0.0,0.828,0.6124,Positive
1223,1223,5,PollyMei,love phone app banking would recommend anyone payment double check payee know go right place please bring back kaspersky computer online banking though fantastic thank,"Quick , easy , safe",False,2018-04-22 08:48:08,0.43,0.0,0.57,0.9337,Positive
1224,1224,5,aricashaw,never need go bank using mobile inter bank transfer pay bill view barclaycard pay card bill brilliant app using apple pay link debit card detail never carry cash credit card,Really easy to use,False,2018-03-09 19:34:44,0.108,0.181,0.711,0.1068,Positive
1225,1225,4,Bealies,making payment everything go ok try input amount keep pressing eventually let put amount sometimes give payment via computer action app seem work ok,Make a payment,False,2018-03-14 15:22:44,0.167,0.0,0.833,0.5267,Positive
1226,1226,5,Jenny Gas,grown love flexibility cool app given confidence use phone though laptop tablet pc seems secure anything else regular update improve functionality best thing barclays done,Super!!!,False,2018-02-24 10:11:57,0.547,0.0,0.453,0.967,Positive
1227,1227,5,honestcomment,like barclays app best banking apps try hsbc group difference night day barclays lot feature touchface id access silky smooth navigation make banking move joy easy try barclays wont go back good job app team,Best banking app,False,2018-02-22 13:13:29,0.293,0.053,0.655,0.8999,Positive
1228,1228,5,omegaalfa,barclays mobile banking easy use quick used many year would lost without deaf cant speak phone app everything need plus updating time making life easier,My friend,False,2017-12-02 08:54:14,0.19,0.077,0.733,0.5267,Positive
1229,1229,1,DickieCH,latest update freaking disaster app keep crashing wanting send crash report auto generated convenience also tried get house insurance quote something new apparently spent 5 minute life filling detail crash vinegar stroke well going get time back guy working fine started fiddling perhaps old adage aint broke watchword hugely frustrating,Nope. Not this time,False,2018-01-13 18:36:38,0.099,0.247,0.654,-0.8823,Negative
