,review,userName,title,date,developerResponse,isEdited,rating
905,The app is very easy to use and is always available.,Dun you,Comments on BOS app,2019-07-04 13:06:37,,False,5
906,Easy to use and make day to day banking trouble free.,uk cust 250,User friendly,2019-06-23 09:49:10,,False,5
907,Easy to use....staff always helpful and courteous,beiderbeckes dundee,Decent bank as far as banks go,2018-10-24 22:52:05,"{'id': 5674391, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-10-26T14:50:33Z'}",False,5
908,"Really convenient app does everything I need and more. 
Happy Days!",Mr Don't call me again!,Mr Don’t call me again!,2018-10-05 21:55:39,"{'id': 5402533, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-10-08T10:52:53Z'}",False,5
909,Fantastic. So quick and easy to use.,loulougg,Internet Banking,2018-09-10 12:33:26,"{'id': 5038167, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:53:30Z'}",False,5
910,"Dear Bank of Scotland 
I live remote 
The internet banking is vital. 
But I chose Bank of Scotland because of the local branch 
Although I do most of my banking on line I appreciate the expertise and reassurance of having a branch to go to. 
I regard our local bank highly.",60 degrees North,When living remote internet banking is vital,2018-07-04 20:07:12,,False,5
911,"Simple to use, can send fast payments, just what’s needed!",gregorboom,Perfect phone app,2018-04-29 11:31:01,"{'id': 3314141, 'body': 'Thanks for the great review!', 'modified': '2018-05-01T07:53:56Z'}",False,5
912,Preferred older version - less messy looking and easier to navigate,jacqsmonts,Changes,2018-06-27 22:02:18,,False,4
913,"Clear, easy & quick to user",Valdensian,Easy to use,2017-09-07 07:13:19,,False,5
914,Couldn’t live without it!,luz kennkn,Brilliant Internet Banking,2021-09-29 04:34:46,,False,5
915,"Download the App. 
So simple to pay bills. 
Recommended to all users of BOS",Ardindrean,BOS online,2021-02-03 21:23:21,,False,5
916,Cannot pay my credit card as a result of technical problems.  Not happy.  Will have to phone and join a long queue to avoid missing the final date ie. tomorrow.,Wee Tosh,Technical issues.,2021-03-14 14:56:55,,False,1
917,Very user friendly and very easy to secure your bank information. The best banking app on the iPhone!,gab050188,Bank of scotland app,2020-11-24 16:25:43,,False,3
918,App keeps crashing since the last update and I often have to restart the app as it says it’s having technical issues. Please get this patched,willwall93,Crashing & technical problems,2020-11-28 08:34:01,,False,1
919,There has been far too many technical issues over the past few weeks. On several occasions I could not access.,MrsEFQ,Poor,2020-11-03 05:04:12,,False,1
920,"I can do my banking on line without worry about Covid 19, no masks, no queues simple",kelltenn,Great app,2020-11-01 13:52:05,,False,5
921,App is simple and easy to use,ttut,Online banking,2019-10-14 11:51:07,,False,5
922,It’s a good app and I would have scored it 5* but I do get fed up with the sales stuff!,carfra73,Easy to use,2019-08-11 07:16:42,,False,5
923,"Push notifications always arrive days later. This is useless. Also, there's no Apple Watch app to track your account status and transactions",AppSupApp,broken app,2019-09-30 10:05:32,,False,2
924,"Iv used several mobile and online apps and BOS is by far the best!
Good job!",retropam,Top marks for ease of use and sensible format,2018-10-25 00:45:06,"{'id': 5674394, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-10-26T14:50:38Z'}",False,5
925,Can’t renew saving accounts. It errors all the time. Most updates just seem to be basic UI changes rather than meaningful fixes/ features.,Chuckle_h0und,Some basic issues,2019-07-28 17:59:37,,False,2
926,If I had known that for a £1 lottery ticket for a charity no less Scottishchildrens lottery I would be charged £3 I would never have done it. Banks are greedy and I don’t care if it’s the law -it shouldn’t be. You disgust me.,absolutenonsense1,Charity lottery,2018-12-19 16:19:25,,False,3
927,"Easy to use, very straightforward and manageable. Pretty quick as well",Begooooooooo,"Great app, great bank",2018-06-22 10:01:50,,False,5
928,Very easy to use and very handy to keep an eye on your moneys down very convenient,wulliemcm,Excellent,2018-06-14 04:56:34,,False,5
929,Easy to use. Fingerprint recognition quick.,LeonardBVG,Handy app,2018-04-09 08:43:53,"{'id': 3135091, 'body': 'Thanks for the feedback', 'modified': '2018-04-15T12:54:23Z'}",False,5
930,Best bank service EVER.,Minxi me,I would be lost without online banking,2017-09-05 07:39:30,,False,5
931,This is banking within your comfort zone with a difference,khasakha,Great Banking,2021-10-29 21:25:43,,False,5
932,"I love using this banking app as it is very intuitive, convenient and efficient.",Wifey wifey,Convenience,2019-10-14 12:56:56,,False,5
933,Generally great app but it logs me out every two weeks or so and it’s starting to get annoying. Other than that it’s great.,Pinky4128,Great app,2019-12-21 20:25:38,,False,4
934,Love how simple Bank of Scotland Online Services are to use ⭐️,Auldtooner,Excellent Online Services,2019-07-23 03:02:07,,False,5
935,All was great no problem!,totty boy,Transfer,2019-06-26 20:53:04,,False,5
936,Very easy to set up and understand what to do,tamthetamer,Easy,2018-09-04 17:18:45,"{'id': 5038186, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:54:54Z'}",False,5
937,Worked for me but recent update took away the caps button so I cant use it now,LauraAS1985,Works for me,2019-06-07 11:24:26,,False,4
938,This app is perfect on my iPhone se. So handy now I’m using it more! Very happy so easy to use.,#riches,Bank happy,2018-03-23 18:51:18,"{'id': 2923897, 'body': 'Thanks for the feedback', 'modified': '2018-03-25T16:39:26Z'}",False,5
939,"I use this app all the time to check my accounts, transfer money etc. Very useful app love it",Laura#M,Great app,2018-03-12 15:35:03,"{'id': 2827174, 'body': 'Thanks for the feedback', 'modified': '2018-03-14T19:06:44Z'}",False,4
940,"Smooth, easy use, as far as I've used it, faultless.",Drmorr,Fantastic,2017-11-17 09:29:52,"{'id': 1811514, 'body': ""Let's hope it continues! Thanks for the great feedback. Anthony."", 'modified': '2017-11-21T14:14:54Z'}",False,5
941,Is so simple and easy to use it’s unbelievable,geovanina sava,Great app,2021-04-04 20:23:18,,False,5
942,Best bank that looks after you,Scousescot,BS,2020-05-22 22:14:16,,False,5
943,"Have been with Bank of Scotland since 1956 - different branches, depending on where I lived- never dissatisfied - many thanks",Be- jay,Dr B.Beadsworth,2019-09-18 19:47:04,,False,5
944,"My first use after registering,quite easy and trouble free",ceolnamara,Transfer,2020-04-21 14:03:43,,False,4
945,So handy it gives you peace of mind well done bank of Scotland,katy currant bun,Review,2019-07-04 10:39:57,,False,5
946,"It’s such a usual App 
I don’t no how I would find the time to do my banking without this great App",Bhoy 65,Love my BOS App,2018-09-05 14:38:13,"{'id': 5038173, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:54:03Z'}",False,5
947,Where do I find the statement of my account. On the old app it was there when I logged into the account but on this one I just seem to see what is coming out or going in today. Much preferred the original app.,Annicky,Not as good as original,2019-06-04 16:27:59,,False,1
948,Changed my password around 7 times and every time it says my password is wrong on the log in screen. Disappointing,Moments hoe,Won’t accept my password,2018-12-08 11:50:02,,False,2
949,"So easy to use, great navigation, display and functionality.",Taffatine,Great App,2018-06-01 10:33:40,,False,5
950,"Have 3 accounts, however on my H/acc I cant see my list of D/D’s from the App, need to go into Web Page to see list...when you used to before the update... not ideal 😡",WeeAgs,WeeAgs,2018-06-15 03:00:50,,False,3
951,I find the online banking app so easy. Thank you BOS,KMH2910,Easy peasy,2021-10-20 10:27:55,,False,5
952,I have found the online banking excellent.,timmyrowe,BofS online bankin,2021-10-13 14:46:40,,False,5
953,Excellent reliable service..,Loalzo,Remote banking,2021-04-29 18:31:05,,False,5
954,I tried to register but it takes my email address then refuses to allow me to input the same when I try to log in. This is just one reason why I despise internet banking.,Jazz Man58,It’s a mess,2021-07-19 13:21:22,,False,1
955,Fast & easy thank you,izzybee107,Fast & easy,2021-02-20 14:24:21,,False,5
956,Mobile banking through the app is first rate and easy to surf. No problems. Cheers,fedupsickofit,Great app,2019-06-19 10:28:32,,False,5
957,It would have been 5 stars if it didn’t keep pestering me to review the app the whole time,Darth Jenga,Keeps asking me to review,2020-11-18 08:24:16,,False,3
958,Absolutely excellent service,Monbern,Online banking,2019-06-17 19:06:56,"{'id': 9221920, 'body': ""Thank you! We're always trying to look out for our customers and deliver what you want. Ankit"", 'modified': '2019-06-18T08:22:51Z'}",False,5
959,"I’ve no technical knowledge at all , but find this banking service simple to use (brilliant)",The langtonian,Easy banking,2018-09-04 19:56:54,"{'id': 5038181, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:54:38Z'}",False,4
960,I always fell confident and secure when dealing with transactions. Well done BoS,Heldog46,Gold Star service,2018-08-09 08:08:07,"{'id': 5038301, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T16:05:47Z'}",False,5
961,"Easy to use, simple and extremely useful app.",RosieSmiling,Essential app,2018-08-06 17:04:29,"{'id': 5038308, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T16:06:17Z'}",False,5
962,Easy to use. Very handy. I have no problem with this app.,Barnanoddi,5*,2017-09-20 12:16:44,,False,5
963,The app is fine but it’s disappointing that I cannot access my Isa or share dealing accounts through the app,pop pom,Mr,2018-06-16 12:11:14,,False,4
964,Great app and so easy to use and handy. I love!,hh92k,I can’t fault it,2022-01-23 17:49:28,,False,5
965,A great app. Easy to use and secure too. Highly recommended.,Big Aldo,BoS app,2022-01-17 11:13:20,,False,5
966,So easy and convenient. Thanks bank of Scotland,alegation,Excellent app,2021-03-26 10:41:14,,False,5
967,Fantastic and very easy to use service as I have dyslexia,Bigjimmyman1,Great best ever,2021-01-25 17:50:19,,False,5
968,This has been all very easy,charlie cruncher,Charlie cruncher,2020-07-06 00:51:20,,False,5
969,App has got slower over last few weeks. Apart from that great app,dougieboy23,Slow to load app,2020-10-17 11:05:08,,False,3
970,Unhappy that BOS over-rides my choices against marketing information by adding advice or information about other services offered that I simply do not want to see.,anunhappy customer,Unhappy,2020-08-05 09:37:05,,False,1
971,I love this app as it’s incredibly simple and convenient,jingelebells,Excellent,2020-03-16 20:33:19,,False,5
972,Love this app! Can do absolutely everything online including cashing cheques. ! Suits me to a T,weekane1,Perfect,2019-10-10 14:47:36,,False,5
973,"so frustrating, i’m trying to set up an account and i get to the part where you put in your credit card number and then it doesn’t let me press next",Ren....,frustrating,2019-06-03 20:43:08,,False,5
974,"Simple and easy to operate 
Safe and secure ... fab",i am the one snd only ianl,Online banking via my phone,2019-03-28 08:22:50,,False,5
975,"Very easy , convenient, can make transfers , review accounts etc in an instant 👍🏻",Box o frogs,Great app,2019-03-22 18:34:25,,False,5
976,Never had any problems with this app - it’s great,highlandgirl71,Always great,2018-06-09 17:23:02,,False,5
977,As long as I can conduct business electronically and keep away from the queues and understaffing in my local branch my blood pressure remains under control and I am happy,Be alpaca,Banking,2018-06-29 14:00:28,,False,3
978,For some reason it's always experiencing some kind of technical problems so I can't sign in. Please fix this as it was fine before the update😕,Je❤,Recent update isn't good at all,2017-07-26 02:35:41,,False,2
979,"I just wanted to check my credit card balance, but after 30 minutes of cycling between a screen telling me that I have to reset my login details and resetting my login details, I need to call my therapist.",Yown,Emotionally exhausted.,2018-04-30 11:20:32,"{'id': 3314148, 'body': 'Thanks for the feedback, if you get a chance we have released a new updated version of the app. Pop into the app store and update! I hope this resolves your issues. Anthony.', 'modified': '2018-05-01T07:54:36Z'}",False,1
980,Il,the poor wife,Money transfers are so easy and quick 🤗,2021-09-12 15:29:37,,False,5
981,Does most of what I want to do and seems to be expanding capabilities progressively.,Earth native,Decent,2021-09-30 08:23:57,,False,4
982,Easy to use and very much a great time saver,Grumpytraveller,Excellent,2021-09-08 13:40:35,,False,5
983,Best banking app and easy to use.,Rachqpii,Easy to use,2021-07-02 11:57:23,,False,5
984,😊,poor bitc,I can see how poor i am,2020-09-04 08:07:15,,False,5
985,Solid,Random6969,Well class,2020-05-21 14:51:09,,False,5
986,"The best thing ever, don’t know how I’ve managed without online banking",#grewoldwaiting,Brilliant,2019-06-07 22:18:17,,False,5
987,New and improved ?? I think not ! does not display your available balance on current account you gotta stand an do the maths . Yeah cause people got time for that ! I’ll be using my current account with another branch .,Chezip,New app,2019-11-15 07:11:28,,False,1
988,App is fantastic exceeded my  overdrawn in another account so transferred money to stop charges it was so instance.,Franki2144,App,2019-02-21 17:20:30,,False,5
989,"Great app, makes my life easier",jal1781,Very convenient,2019-02-05 08:31:39,,False,5
990,"So handy,pay bills etc,keeping track on dds,thanks guys x",Gers Man.,Excellent,2018-12-13 16:00:15,,False,5
991,H,nathan gore,Great app. But I no longer have the fingerprint log in function which is more secure,2018-09-07 11:32:47,"{'id': 4997040, 'body': 'Hi, thanks for taking the time to leave a review. Have you tried clicking on Menu/Settings/My security settings/Touch ID - try toggling it on and off to see if that helps. Anthony.', 'modified': '2018-09-10T08:47:43Z'}",False,5
992,I couldn’t bank without it!,yesbanking,5*,2018-08-16 19:20:12,"{'id': 5038237, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:58:36Z'}",False,5
993,Fantastic easy to use I took my phone into bank and  a young lady set it up  for me   Great !!!!,"o,smith 1",O smith,2018-07-03 09:47:33,,False,5
994,So glad this now fits on my iPhone X! Please keep it up :),To787878,About time!,2018-04-25 16:50:50,"{'id': 3265817, 'body': ""Thanks for the great review! Glad you're enjoying the new app."", 'modified': '2018-04-26T07:34:00Z'}",False,5
995,Very easy to use and convenient.,undialled,Very easy to use,2018-02-05 20:21:14,"{'id': 2563140, 'body': 'Thanks for the feedback', 'modified': '2018-02-12T15:04:31Z'}",False,5
996,Keep up the good work!,Iulia D,Thank you!,2022-02-03 13:22:46,,False,5
997,"Fabulous banking tool, wouldnt use any other bank!!",Rosie Mart,BOS App,2021-05-18 14:40:07,,False,5
998,Not able to alter screen to see all of keyboard letters! Unable to rotate screen and therefore not able to enter the required information to access my account! Very POOR!,mipage22222,Screen width,2021-11-12 08:33:34,,False,1
999,"Quick swipe, easy to use app.",HalleyNgu,Miss Haley,2021-02-25 10:30:25,,False,5
1000,Excellent service as always.,Buckie Bill,Donation.,2020-06-29 14:58:31,,False,5
1001,Easy and convenient.,AWilBar,Easy,2020-01-31 12:08:37,,False,5
1002,"Brilliant, so easy to access and I am rubbish with computers or phones!",alannahburke92,So easy,2019-10-02 07:25:32,,False,5
1003,"Make it easier to transfer money between friends - i.e using mobile numbers. 
Include option to ‘request’ money from friends.",dbsje db,Review,2019-10-14 17:47:52,,False,2
1004,I have been with B of S. for 47 years very pleased with the service.,donaldhen,My Bank,2019-01-30 01:24:10,,False,5
1005,"Easy to set up, to use and maintain. Absolutely fantastic. Feels Secure too",Toni240100,Absolutely fantastic,2017-12-02 15:02:06,"{'id': 1915044, 'body': 'Thanks for the review!', 'modified': '2017-12-04T09:00:56Z'}",False,5
1006,Too slow and sometimes it gets frozen,Dariobz,Too slow,2018-06-29 18:33:33,,False,3
1007,"Biggest problem is with really slow loading and laughing app, also looks is just ugly(subjective opinion) and environment is really non-intuitive. Features in app are ordinary, feels like app from 90s. Doesn't support Iphone X screen.",Jumbo88988,Really poor,2018-03-25 11:37:45,"{'id': 2994324, 'body': ""Thanks for the feedback, we're hoping to optimise the app for larger screened devices in the coming weeks. Apologies for any inconvenience."", 'modified': '2018-04-01T19:44:43Z'}",False,1
1008,This is so easy to use - makes personal banking so easy!,Billmackem,Great Banking App,2017-09-01 19:25:10,,False,5
1009,This is the first time I have used it brilliant,Back to the seventies,John,2022-01-03 18:41:31,,False,5
1010,Great service,noohoozfurra,Account,2021-11-08 16:06:06,,False,5
1011,"I enjoy using the app, it’s great",Systemsgo1950,My account,2021-03-10 16:19:43,,False,5
1012,Ability to search is poor. Text in feedback form is invisible. No budgetary assistance . Every nickname under the sun taken. Why need to even enter a nickname??,Perthdissatisfied,App,2021-03-28 08:46:00,,False,2
1013,Bank of Scotland is a great bank five stars well deserved :),Kevyn on Skye,Great bank,2020-11-05 10:03:06,,False,5
1014,"Never a problem, works every time.

Fast and efficient.",Mr T8T,Mr T8T,2020-08-13 18:35:31,,False,5
1015,"I have never had any problems with this Bank, many thanks. W.C.B.Johnson.",willie j 43,BOS,2020-03-04 23:19:20,,False,5
1016,Safe easy way to bank,"&£*""",Banking,2019-09-25 15:58:03,,False,5
1017,"No complaint, v user friendly, use it all the time",Rurigdh,All Good,2018-11-21 12:31:42,,False,5
1018,"The app is easy to use and so helpful due to the hours I work 
👍🏻",Speed7well,Review,2018-08-23 11:20:04,"{'id': 5038228, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:58:05Z'}",False,5
1019,Really easy to use and speedy transactions,elizabethaye,Fast,2018-08-11 12:22:22,"{'id': 5038263, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T16:00:23Z'}",False,5
1020,Very good service- helpful and easy to use. Thanks!,Beth4308,Straightforward,2018-07-05 06:17:52,,False,5
1021,This app is really handy and well set up,spexxyboy,Good,2021-04-06 09:58:29,,False,5
1022,I can think of many ways of enjoying myself but bank of Scotland is not one of them. Why would you think using a bank is enjoyable?,Wetsnakes,Enjoy bank of Scotland.,2021-11-30 19:36:14,,False,1
1023,"It continues to ask me to register my device, which I have now done 3/4 times in over a month but seems to need it to be constantly reregistered.",steven1872,Annoying,2021-06-17 06:43:00,,False,1
1024,Very good service . Helped me many times . Recommend by myself .,pipypopa,P Hampton,2019-11-19 15:22:11,,False,5
1025,Takes so many attempts to log in it’s frustrating,Calumhalliday,Very slow,2020-12-08 20:29:15,,False,2
1026,I have been trying to download this app for months and it does download but when I go to use it again I have to download it again. What is going on this is pathetic.,Cafcatlover,Why,2020-06-13 15:39:06,"{'id': 16003821, 'body': 'Hello, Thank you for your review. \r\nWe’re sorry to hear you’ve experienced this issue and I’d like to understand more. Please can you send an email to mobileapps@lloydsbanking.com with the subject line ‘darrenappstore’ and I’ll forward this onto the relevant team who can help.\r\nThanks! Darren', 'modified': '2020-06-15T21:59:13Z'}",False,1
1027,By any unknown reason your app is required the authoristion every few weeks Absolutely crap and I will change my bank after nearly 13 years Comparing to Revolut you are way way behind,Just Me No 10,awful app,2019-12-23 07:14:37,,False,1
1028,Best bank very easy phone access,belaid1983leyla,Fantastic app thanks xxx,2019-06-15 08:39:10,,False,5
1029,I have been Banking with BOS for nearly 13 years. It’s always the best.,white245,Always the best.,2019-02-07 21:23:04,,False,5
1030,Easy to use. Helpful service.,PORTIA-PUP,Best Bank,2018-05-30 23:34:59,,False,5
1031,"This app is about par for the course with banks. Completely useless. If there are any errors it will go into unresolvable loops. If there is anything more difficult than the simplest of tasks it will redirect you to a website.
Why are banks so completely crap at technology?",MathCampbell,Utterly clueless,2018-12-11 17:46:37,"{'id': 6371753, 'body': ""Hi, thanks for getting in touch and sorry to hear you're having trouble using the app. Have you tried deleting the app and reinstalling the app and trying the app again? I'll pass on your comments to our teams can take a closer look. Simon."", 'modified': '2018-12-13T14:51:34Z'}",False,1
1032,"App is awful - recent update and it won’t let me log in and access my account. When I have been able to use app, it turns off in the middle of trying to use it",maimac0610,App doesn’t work,2018-10-19 09:46:46,"{'id': 5604079, 'body': ""Hi, thanks for getting in touch and sorry to hear you're having trouble using the app. Have you tried deleting the app and reinstalling the app and trying the app again? I'll pass on your comments to our teams can take a closer look. Simon."", 'modified': '2018-10-22T09:41:47Z'}",False,1
1033,Nice and easy to use,siiuani38,Opinion,2021-02-03 17:26:14,,False,5
1034,Excellent service both in the bank in Fort William and on line.,giveme1000000robux,Ms,2020-12-28 16:37:07,,False,5
1035,"Very good. Easy to use.
Excellent .",bahoomi,Mobile app,2020-09-29 08:00:28,,False,5
1036,App continues to crash since update,Jtm077,Crashing,2020-12-07 12:38:03,,False,3
1037,Well done switched instant thanks,Killerfacerip,Review,2020-09-13 14:44:00,,False,5
1038,Very versatile easy to do all sorts of transactions,Ally1690,Banking App,2020-06-08 05:58:21,,False,5
1039,Easiest banking app to use from what I’ve seen. Bank of Scotland loyal 🙌🏻,NniiccNnaacc,Great,2020-01-16 14:59:47,,False,5
1040,An easy and straightforward facility. Excellent service.,Jim McP.,Online banking,2019-04-29 11:32:39,,False,5
1041,....for winning the race to the bottom of the interest rate charts. Another greedy bank. Don’t give a toss about your customers cutting interest rates yet again. Have had to move all my money out due to uncompetitive rates.,sick of greedy banks,Congratulations to Bank of Scotland,2019-10-02 06:35:15,,False,1
1042,It’s ok but could be better,andy 38 three,Bank app review,2018-11-02 16:01:11,"{'id': 5938783, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-11-14T09:26:40Z'}",False,5
1043,I love how easy it is to use the app,Julzzx,Accounts,2018-08-28 21:17:55,"{'id': 5038214, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:56:53Z'}",False,5
1044,"Brilliant app, very hand to have never had any problems.",Lorlor1980,Great app.,2018-08-10 09:47:01,"{'id': 5038270, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T16:01:13Z'}",False,5
1045,The app tends to crash frequently and can be difficult to access at times.,Sodden camp,Seems to crash frequently,2018-08-25 14:54:52,"{'id': 5038331, 'body': ""Hi, thanks for taking the time to leave us a review. I'll pass on your comments so our teams can take a closer look. Simon."", 'modified': '2018-09-13T16:09:23Z'}",False,2
1046,"Can’t fault this app it does exactly what I want with the minimal input.
Suits my everyday needs.",B Smiddy,B Smith,2018-07-28 12:16:07,,False,5
1047,Love it so easy to use and quick,Jojoreid,Brilliant app,2018-01-14 14:08:42,"{'id': 2316959, 'body': 'Thanks for the feedback', 'modified': '2018-01-16T14:35:20Z'}",False,5
1048,I’ve tried to log on to my app loads but keeps saying I need to change my passwords changed them even though I knew password then it’s now wanting me to change it again,koomoomeg,Terrible,2018-07-26 15:54:02,,False,1
1049,Great app!,vickymarr1,So quick and easy!,2021-11-16 11:28:45,,False,5
1050,Everything you need in one place,Ilivethebestlife.,Mr Ross,2020-11-05 21:38:40,,False,5
1051,"They need to get their act together as it’s now becoming a joke, it’s now over four days since I was able to log on and no support or anyone to give verbal help.",AndyP52,Losing its credibility,2021-03-23 18:43:42,,False,1
1052,More and more glitches keep appearing. Recently it is taking 2 or 3 attempts to do a money transfer and you cannot do more than 1 at a time.,Elsie W,Keeps crashing,2020-11-15 21:09:47,,False,1
1053,"Love this app for keeping track of my accounts, transfers, direct debits and standing orders.",Suffocated fish,Great app!!,2020-01-15 06:32:59,,False,5
1054,"Since the update keeps crashing, and none of the functionality works",hamerbulkie,Doesn’t work,2020-10-27 11:14:05,,False,1
1055,This has to be the slickest and easiest banking app. Never have an issue with it.,mmh100,BoS banking App,2019-10-23 08:25:47,,False,5
1056,"Been waiting over 3 weeks for a password for online banking  that was to arrive in 5 days  
Tried to get into online banking again and security call failed AGAIN  
Two more passwords are winging their way by post a gain 
In 5 working days 
Pigs will fly 
Meantime I can’t use 
ONLINE BANKING",sondy 19,S murdoch,2019-11-19 15:46:19,,False,4
1057,It is a very easy and effective app. I am relieved that I am using this.,Tahmina Mili,Very easy!,2019-10-11 01:26:16,,False,5
1058,"Very quick & easy online banking, no fuss.",Cogz07,Bank of Banks,2019-06-26 15:02:33,,False,5
1059,Simple and easy to use. Quick and efficient 👍,Kazababe45,Mrs,2019-06-20 12:49:25,,False,5
1060,Very good service easy to send & bank money,yl651179D,T Peebles,2019-02-18 11:58:58,,False,5
1061,Very quick and easy app to use with maximum security! Excellent.,Julesp1005,Bos banking app,2018-10-31 18:08:31,"{'id': 5938780, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-11-14T09:26:35Z'}",False,5
1062,"Easy to use, easy to navigate! Much prefer it to Santander!!",k3lly1223,Best banking app,2018-10-26 08:04:41,"{'id': 5938763, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-11-14T09:26:13Z'}",False,5
1063,So easy to use x,LexiRori04,Transfer money,2018-06-16 15:35:00,,False,5
1064,Love my BOS app it is so quick and easy to use,DavidsonJ,Great App,2022-01-24 21:47:43,,False,5
1065,"I’ve complex pdsd and mental
Health this app has helped me 

And staff thank you 
 Kirsty white",zara1921,Kirsty white,2021-10-30 13:53:48,,False,5
1066,After I enter all details required it always comes up saying my details are incorrect,chrnnzj,Won’t let me create an online banking account,2021-12-01 20:48:52,,False,1
1067,"Pleased always worked goo .d

Thanks",DRMULTANI,Use of app,2021-06-10 19:43:09,,False,5
1068,Love online banking with Bank  Of Scotland. It is so so handy. Many thanks to all the staff at the Alexandria branch.,Bobbys Girl.,Mrs D.,2021-02-27 20:06:52,,False,5
1069,"Now virtually the only way to bank.
Great!",AppleNack,App,2021-01-19 13:22:51,,False,5
1070,Everytime i log in keeps saying “ sorry we are having technical problems “ its been saying it for 2 weeks now what wrong with the app??? !!!!,ShaneLeeFelton,App not working,2021-01-29 10:01:06,,False,1
1071,"Easy to use, clear and concise.",catrindev,Excellent!,2020-11-16 19:53:36,,False,5
1072,As above,holos50,Cheque deposit very useful,2020-05-14 12:31:14,,False,5
1073,"Easy, quick and accurate!",allymacpipes,Awesome App,2019-10-28 16:43:13,,False,5
1074,Best thing ever so convenient thank you bank of Scotland,nudsa,Banking,2019-10-17 17:49:32,,False,5
1075,All the staff at the Bank of Scotland are very helpful and they no what they are doing.,Three pest,Review,2019-09-14 10:20:53,,False,5
1076,This app makes banking so easy,mitchiman71,Simple,2019-09-02 10:46:15,,False,5
1077,Easier than Paypal,kareoke kid,Easier than Paypal,2019-02-04 15:10:54,,False,5
1078,Best bank ever wouldn't use any other,paulzey,Best Bank,2018-12-16 15:18:44,,False,5
1079,Great easy to use !,sen 01,Online banking,2018-10-13 14:38:44,"{'id': 5500850, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-10-15T09:23:10Z'}",False,5
1080,Love being in control!!,Dianet10,Online banking app,2018-08-31 00:44:54,"{'id': 5038197, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:55:31Z'}",False,5
1081,Excellent app which I now use for all my banking,Nugasg,Great app,2017-12-07 12:07:27,"{'id': 1966323, 'body': 'Thanks for the great review!', 'modified': '2017-12-08T09:44:34Z'}",False,5
1082,I really like this banking app. Very easy and straight forward to use for everyday banking.,tennentsT,Great,2017-12-29 07:57:05,,False,4
1083,Easy setup and easy to use,Gaffntg,Ease of use,2021-09-08 12:19:36,,False,5
1084,"Very helpfully staff, I am 73 and forget things occasionally",ourmag86,Helpful      M Marshall,2021-02-03 15:10:10,,False,5
1085,Very easy and straight forward to use,plumber 09,Great App,2019-09-28 16:55:37,,False,5
1086,The Bank should make it Compulsory to Change Password every six months.,Julien-NJo,Mr Njouentchoua JJ,2020-08-21 07:20:09,,False,4
1087,First time I have had online banking😱it’s the best thing ever❤️👏🏻I’m one happy lady😀,BigDeeeeeeee,Miss M,2019-08-06 21:37:40,,False,5
1088,"When I attempt to transfer money from my current account, the account changes to a different one!  Unbelievable!  Why would Bank of Scotland do that?",Finequine,Unbelievable,2019-08-16 05:56:08,,False,1
1089,"Easy to use , A 5 ***** product & service 😀",Mr T4,Great,2019-07-18 10:50:37,,False,5
1090,Very easy & safe to use can do so much with it great product.👍,Shoogles,A1 App.,2018-09-11 16:02:02,"{'id': 5038164, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:53:25Z'}",False,5
1091,Perfect app - easy to use - recommend it,Loubylou65,Brilliant app,2018-04-06 09:01:37,"{'id': 3135086, 'body': 'Thanks for the feedback', 'modified': '2018-04-15T12:53:38Z'}",False,5
